ID,host,created_at,lifecycle_stage,cluster
b06e6dba-56d9-41f4-8863-831ecd511acc,engage.communityfoodnavigator.org,2021-10-18 17:29:31 UTC,active,USW
e2274dd8-6b0a-4bc8-81ce-4d6058273967,engage.oakleyca.gov,2022-11-07 17:14:19 UTC,active,USW
6b6b2485-243b-4ce6-8eb3-ad7517fe27de,districtof-saanich.citizenlab.co,2023-10-17 18:08:51 UTC,active,USW
afcaa843-4de8-4608-82ca-0cd26184fc23,ratpatootie.citizenlab.co,2023-01-25 19:53:39 UTC,active,USW
5bb39854-9598-417f-a457-0a3a8215f8ad,engage.valleyregionaltransit.org,2021-05-17 13:34:04 UTC,active,USW
15d3da52-7739-4f0f-b9d8-dfe6c3358966,carlisle.citizenlab.co,2021-01-15 17:41:15 UTC,active,USW
78507c00-101b-488f-b3be-80ed6977c17d,hellohyattsville.com,2022-06-06 15:13:08 UTC,active,USW
0b9039ea-dd16-4c81-8484-be1aede479d1,buildharriscountyso.com,2023-03-10 18:35:56 UTC,active,USW
fbb9f981-fc8e-46a7-b775-2528e2528517,edit-the-city-philly.citizenlab.co,2021-05-26 14:30:21 UTC,active,USW
66e46c6a-17ac-4749-8ee2-909fb07b0181,engage.durango.org,2022-03-17 22:44:01 UTC,active,USW
866298e6-121a-4674-a207-6c827ec122de,districtofsaanich-demo.citizenlab.co,2023-05-31 18:56:17 UTC,demo,USW
4d9272ee-77ca-4e5c-83ce-e0c34f3c044b,demo-nina.citizenlab.co,2022-12-08 16:45:04 UTC,demo,USW
4be01eb0-ecff-4abb-8273-c9851c49ca44,champaign-demo.citizenlab.co,2022-02-09 14:33:05 UTC,demo,USW
2d42bf35-ea6e-4628-9112-0e387bed90f8,norristownbuzz.org,2021-08-02 09:37:36 UTC,active,USW
f0b539a6-5e77-47cb-af2a-732bad5114c4,our.biddefordmaine.org,2022-04-18 19:49:45 UTC,active,USW
f7375c83-8e99-4e21-9067-a90081c121e9,plan.providenceri.gov,2022-12-09 23:25:21 UTC,active,USW
09390762-a086-4a43-9eac-5a0d129abdf9,demotrial-dialoguepartners.citizenlab.co,2023-11-01 20:58:06 UTC,trial,USW
49623440-7fd9-41cf-b9c7-0fcf4c917bb6,nyc-demo.citizenlab.co,2023-11-02 16:23:51 UTC,demo,USW
28341915-ea7c-4f71-8ba9-5f26f96debf2,richmond-demo2.citizenlab.co,2021-09-21 22:40:47 UTC,demo,USW
6a25be3f-b02a-4fd2-98b7-25d354d1fe7f,bloomington-demo.citizenlab.co,2021-11-09 19:24:57 UTC,demo,USW
dca95acb-8061-42ce-bab9-81c4398af4eb,cityofnina.citizenlab.co,2023-01-06 18:40:20 UTC,demo,USW
c55fcf1f-e08a-4995-9531-19e17396a7bf,cincinnati.citizenlab.co,2022-06-27 22:18:37 UTC,active,USW
281a18a7-f928-41cf-9dd6-1ddb1cbcbc27,envisionnorwich360.com,2022-08-25 15:48:25 UTC,active,USW
b16d023e-6d6a-492c-af8c-a1f22f6598d2,montgomery-county.citizenlab.co,2023-11-06 21:53:39 UTC,active,USW
fb9819ac-5ea9-49a9-ae37-945889622022,discover.cityofstruthers.com,2021-11-10 16:43:36 UTC,active,USW
3aed133d-0b58-4a3c-ab79-0438b7f13bb3,webuild.bethlehem-pa.gov,2022-03-02 00:21:00 UTC,active,USW
85761dce-8631-4950-a651-e655b4054b83,tofino-demo.citizenlab.co,2021-10-04 16:13:57 UTC,demo,USW
4bc69aa8-d1a9-461c-9798-1d49e9743c95,engageonenorthsidepgh.org,2022-09-26 13:20:53 UTC,active,USW
ac8a8e7e-4489-4958-9738-e85f7b9217e6,stateofutah-demo.citizenlab.co,2021-11-07 00:00:00 UTC,demo,USW
ce2d2235-8b95-4ee0-b7b4-04f4bf64b140,stateofutah-demo1.citizenlab.co,2022-02-02 14:27:36 UTC,demo,USW
c7e5d0e2-758f-4c05-87b1-8886ff5b08f0,irenetest.citizenlab.co,2022-06-02 17:10:12 UTC,demo,USW
5eebea19-bb1d-4868-8589-4cd9aca3d802,hartford-demo.citizenlab.co,2021-11-02 19:17:03 UTC,demo,USW
09982b64-b6be-4e98-b448-3b488ec3d5a5,downtowngr.citizenlab.co,2022-12-05 21:00:51 UTC,active,USW
a6bec881-e4cd-4769-bcff-0a6f6ab60da0,athens2-demo.citizenlab.co,2021-12-06 17:10:19 UTC,demo,USW
31225ef8-b54e-4de8-96ba-eef8b962edeb,otago.citizenlab.co,2022-11-14 22:39:11 UTC,active,USW
829972f6-858d-460c-9b81-bceae7be63e8,ps-demo.citizenlab.co,2021-09-28 01:52:32 UTC,demo,USW
8141ac29-def5-472d-a2af-bafc1dca55f5,dccolab.citizenlab.co,2021-07-14 09:20:44 UTC,active,USW
17af47dd-4973-474e-be4a-1d848a48d9bb,concordia-demo.citizenlab.co,2021-09-29 04:56:01 UTC,demo,USW
56350412-c9f2-444d-ab04-522fca6a6f3c,boise-demo.citizenlab.co,2022-01-29 03:36:22 UTC,demo,USW
99c4c263-f42d-4418-871b-9eb0591120c1,yourvoice.tepukenga.ac.nz,2021-02-11 11:42:36 UTC,active,USW
3b15ebf3-b8e0-46fe-aac9-a9f113173b7f,greenumbrella.citizenlab.co,2022-09-27 16:02:37 UTC,active,USW
733adb2c-25b0-4097-a559-93004648f1f8,richmond-demo.citizenlab.co,2021-09-21 20:12:55 UTC,demo,USW
258734d6-d9ad-4446-90e0-14f752e1c106,azfuture-demo.citizenlab.co,2021-10-26 14:53:25 UTC,demo,USW
1843a530-d346-451c-9b7d-ee3937f9fbf3,engage.alleghenycounty.us,2022-08-18 17:48:40 UTC,active,USW
121af0d9-7d9c-4d03-a19a-9822b37aa548,onwardchickasha.org,2022-11-17 19:02:17 UTC,active,USW
99e2eef6-665a-43c4-82ab-b4a6f954c0d5,engage.oneseattleplan.com,2022-03-17 23:19:12 UTC,active,USW
fabf3291-e3b8-44c9-afa8-64185adc68d3,norristown-demo.citizenlab.co,2022-01-11 21:52:14 UTC,demo,USW
34898dc6-0c19-4a9f-b8c5-8224f319bc38,hello.monroeohio.org,2022-10-12 18:53:38 UTC,active,USW
9345e7e8-46e2-42b5-aa7d-5e07f07fa9d2,psu2-demo.citizenlab.co,2021-12-27 23:49:54 UTC,demo,USW
0352a866-3f30-40ad-8e16-b52cff4297f0,harperwoods.citizenlab.co,2022-08-18 18:09:35 UTC,active,USW
db5f34de-443b-4304-b908-ee0f7c92ba08,torontocentreprojects.ca,2022-11-17 23:48:59 UTC,active,USW
9292f18c-0c23-4238-b348-04618d32d5dd,engage.rexburg.org,2022-03-02 00:31:21 UTC,active,USW
a4d24252-e8e7-4584-8b8a-9b8e933f3d77,demosanpedroatacama.citizenlab.co,2023-02-28 15:51:47 UTC,demo,SAM
22054193-73ce-48dd-8ea7-53eca53f233a,santaanatzacuala-hidalgo.citizenlab.co,2022-05-30 17:20:47 UTC,active,SAM
046cbb51-3b11-44a1-b195-808755ef06f6,muni-sanborja-demo.citizenlab.co,2023-10-30 12:30:45 UTC,demo,SAM
edca4fd7-56cc-47cb-852d-ad7d5e7a27c2,corrientes2030demo.citizenlab.co,2021-10-26 21:13:34 UTC,demo,SAM
5b0092b0-8845-40b0-a8f6-ee176aa12c50,prc-demo.citizenlab.co,2021-05-02 15:33:11 UTC,demo,SAM
5e90e6f1-050b-458a-bb3c-b4dd66f18276,cocacolademo.citizenlab.co,2023-10-18 14:22:44 UTC,demo,SAM
c83d189c-2f78-4be8-b206-bfeadd130bf5,prolima-demo.citizenlab.co,2023-10-26 19:30:03 UTC,demo,SAM
b14cf0ec-39fd-4640-911f-fc1969e0f860,participa.minmineria.gob.cl,2023-02-06 14:52:19 UTC,active,SAM
bb18103f-4a93-44a5-abc3-7ccedd7accb8,paraguayacclab-demo.citizenlab.co,2023-11-06 13:21:58 UTC,demo,SAM
07aa4cbf-cad3-413b-a45e-1af6a4e97452,codelcoandina.citizenlab.co,2023-09-25 08:52:41 UTC,active,SAM
c44f7c38-7029-4078-b6e6-ad87818283cb,participaconenergia.minenergia.cl,2021-10-28 16:29:24 UTC,active,SAM
4c10d010-03c1-465c-b53c-8a7d5dcd9487,vinadecide.cl,2023-03-20 14:47:10 UTC,active,SAM
2331988f-5776-44b0-be7e-2a382690b96e,penalolenmascerca.cl,2019-05-31 12:56:42 UTC,churned,SAM
9d4d68d4-3bc0-4011-a7fb-8321ad0acf30,sanisidroparticipa.citizenlab.co,2020-11-30 17:07:51 UTC,churned,SAM
d0901bb6-ff6b-47f8-b7e1-f55361fe28b9,constitucion.citizenlab.co,2019-12-11 22:13:29 UTC,churned,SAM
e6eb0be9-b6e7-4caf-908b-2c162969c725,participa.muniarica.cl,2022-12-07 01:18:38 UTC,active,SAM
8a0a62cb-e9d9-4a9a-89d6-e83236e10c85,vitacuraparticipa.citizenlab.co,2022-09-27 08:45:12 UTC,churned,SAM
789f9e9c-e6ad-41fc-bba8-a8fde4b45439,conectajusticia.minjusticia.gob.cl,2019-12-17 17:20:52 UTC,churned,SAM
fa39ea65-fff3-4c31-817d-edb92fce4037,mopchile.citizenlab.co,2021-11-05 18:51:40 UTC,churned,SAM
04db8880-25ee-4f9c-8511-171ba265432a,antucoyaparticipa.cl,2021-02-08 23:19:58 UTC,active,SAM
81715362-a820-4ab3-84ee-e715bdae5f38,nuestravozimporta.cl,2021-03-12 03:26:03 UTC,churned,SAM
eb770247-1bd1-4952-a101-cbcdbc5a5a46,participa.mpudahuel.cl,2022-06-28 14:33:32 UTC,churned,SAM
aa2b0b3c-c7c0-4987-a185-e7d233ddf76c,acerca-redes.citizenlab.co,2020-06-04 19:36:46 UTC,churned,SAM
5709cc84-3eda-4015-8715-f38b032f4af9,dialogoreformas3.citizenlab.co,2022-01-19 12:10:41 UTC,active,SAM
41af4de1-4fa5-4ee2-9c5e-6bed748de701,mirafloresparticipa.citizenlab.co,2023-11-29 12:50:40 UTC,demo,SAM
a420a6cf-8824-468c-a179-8ca91a2465f9,san-ramon.citizenlab.co,2020-11-04 16:47:28 UTC,demo,SAM
56b4e819-62f2-473a-aa14-6d57cc23d541,sanmiguelparticipa.citizenlab.co,2023-11-17 10:51:43 UTC,demo,SAM
dd78a7b4-4faa-49eb-8f01-a9c726900f01,participaquinta-normal.citizenlab.co,2023-11-27 18:04:48 UTC,demo,SAM
aded0d52-4571-45b7-bd7a-689975b370dc,municipiosenpandemia.citizenlab.co,2020-07-03 00:50:28 UTC,churned,SAM
486973fd-52a5-467b-9f26-67e969a0578e,talca.citizenlab.co,2021-09-27 14:06:08 UTC,churned,SAM
1ce3a612-c754-4869-abcb-772ebb65e14a,redmercosurfromargentina.citizenlab.co,2022-04-28 13:59:07 UTC,churned,SAM
bd1273cf-2acf-4454-b7e9-2da1eeda082a,conectados.citizenlab.co,2019-04-17 14:46:23 UTC,churned,SAM
3e02ca0f-aeee-4e4d-8587-3e2d73086f4b,san-esteban.citizenlab.co,2019-12-11 22:16:43 UTC,churned,SAM
ecc14c04-e904-42c4-9e6d-b9c7c10fffc7,medellindemo.citizenlab.co,2022-03-09 14:49:02 UTC,demo,SAM
853912ed-d9ac-400c-871c-9a04a02996ee,sernacdemo.citizenlab.co,2023-11-20 13:13:23 UTC,demo,SAM
4b9bd65d-869e-4dc6-aafb-ced732ae2f57,agendadigitalrd.citizenlab.co,2020-12-10 14:49:54 UTC,churned,SAM
d7f2212d-cc1d-474b-879e-4d4a9714b635,san-bernardo.citizenlab.co,2019-12-11 16:38:30 UTC,churned,SAM
3f167863-0f13-40a9-a07a-c39bbdfa9012,barilocheparticipa.citizenlab.co,2022-02-02 15:45:51 UTC,demo,SAM
b98faf6a-8324-48b8-a3f1-07905fd31bbe,san-vicente.citizenlab.co,2019-12-11 16:49:18 UTC,churned,SAM
76f27a21-1c37-4487-87e0-5abb9026b5f4,banco-santander-demo.citizenlab.co,2023-10-26 14:09:35 UTC,demo,SAM
b99a9ac8-6d10-416b-ba71-82d1e318e51d,mexico2-demo.citizenlab.co,2021-12-15 09:21:31 UTC,demo,SAM
7383448d-a601-4a6e-9e4e-b9d1dcd92b50,participacion.digital.gob.cl,2022-08-29 13:38:25 UTC,active,SAM
10f724d7-e584-4268-8d01-bd03101f52c8,jaiba.citizenlab.co,2021-09-24 10:41:32 UTC,active,SAM
4fb3f5aa-33a7-41f7-8651-ff4d8c5559f8,saneamentodebasenatural.citizenlab.co,2022-03-28 20:00:31 UTC,churned,SAM
286b8c23-8d29-430c-a9b6-796e2f7b3999,caimanespelambres.citizenlab.co,2021-02-21 16:00:55 UTC,churned,SAM
d8f0f30c-439c-49b0-9f82-32bef8a0d6ae,digitalrd.citizenlab.co,2021-02-18 22:47:51 UTC,churned,SAM
8f63fb7c-086c-4d98-8fd8-5e4136243abe,participa.lareina.cl,2023-01-09 11:24:30 UTC,active,SAM
4294d645-2f67-46ee-ac1e-b3885d0daf1b,participacionambiental.citizenlab.co,2020-05-11 18:21:30 UTC,churned,SAM
c2346bf1-7fec-4e3a-9536-6c886bfe8d1c,minvu.citizenlab.co,2020-10-07 16:04:11 UTC,churned,SAM
20830e34-f7b6-4284-8a31-698712906275,statkraftparticipa.citizenlab.co,2020-10-07 14:37:42 UTC,churned,SAM
f7378e4a-695d-41da-bf3c-2e49110203c9,girlsrights.citizenlab.co,2020-07-03 08:58:25 UTC,churned,SAM
24c5cb00-390f-4679-aa79-b12b8cc79998,centinelaparticipa.cl,2020-10-07 15:49:39 UTC,active,SAM
3107494a-f9ba-4830-870f-92c07308545b,dguminvuparticipa.citizenlab.co,2023-06-20 19:35:54 UTC,demo,SAM
2703cf97-8c9c-48af-963b-f68f21c26275,ejealamedaprovidencia.citizenlab.co,2022-12-23 10:35:26 UTC,demo,SAM
39f085d7-07f1-41e8-849b-c92c9d198600,sanpedrodecide-demo.citizenlab.co,2021-12-15 08:30:44 UTC,demo,SAM
0d44a552-6904-4c57-b42f-5d28b49bafde,vinadelmarparticipa.citizenlab.co,2022-08-22 15:34:11 UTC,demo,SAM
c4b36ee7-265f-4fc1-8eb0-d9442ab45583,reconstruccionhonduras.citizenlab.co,2021-12-30 05:06:53 UTC,demo,SAM
0b8cee85-36b5-4033-9a25-36e0393d3914,participacion.cecrea.cl,2020-09-29 16:31:18 UTC,churned,SAM
7cd81321-fb2e-44aa-b611-1369c0281357,participa.santiago2050.cl,2022-07-04 17:07:48 UTC,active,SAM
fef1a625-5b0a-4bd8-acb7-ed43a4ac9ffc,esquerre.citizenlab.co,2023-05-19 12:54:53 UTC,active,SAM
d85590b5-f3e3-4441-ab18-cead28fe9346,ciudadaniaensalud.org,2023-09-20 15:28:31 UTC,active,SAM
437876ed-e61d-49bb-a60f-d1cf129476b8,demolaserena.citizenlab.co,2023-02-15 11:42:25 UTC,demo,SAM
ac80573b-6cc6-466e-a67c-f12435c9a691,demopoliticalitio.citizenlab.co,2023-04-25 12:07:15 UTC,demo,SAM
035c4fe1-55ca-4ab6-a765-ffcb0c0c53ea,tumunicipio.citizenlab.co,2021-02-23 19:20:13 UTC,demo,SAM
937af500-e849-411c-8378-3cdd0476fc70,constitucionparticipativa.citizenlab.co,2023-02-24 13:29:40 UTC,demo,SAM
56d426ef-922c-4944-9e3d-da947269a330,lab.pnud.org.pe,2021-03-01 11:04:08 UTC,active,SAM
